source_run,condition_id,condition_state,agent_a_type,agent_b_model,agent_b_llm_size,tts_engine,asr_engine,run_type,scenario_key,persona_key,speech_pattern_key,phase_order,phase,observation_count,total_processing_sec,mean_processing_sec,maximum_processing_sec,pipeline_success_rate,error_count,misinterpreted_token_count,correction_count,valid_route_parse_rate,candidate_count,evidence_source
20260705_123702_b-n0026,C-MT-DM-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-05c07e7d2f-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,midday_transfer,distracted_multitasker,hesitant,5,dialogue_management,4,0.016099000000000002,0.0040247500000000005,0.005714,,,,,,4,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-MT-DM-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-05c07e7d2f-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,midday_transfer,distracted_multitasker,hesitant,6,speech_pipeline,9,13.619917,1.513324111111111,2.171645,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-MT-DM-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-05c07e7d2f-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,midday_transfer,distracted_multitasker,hesitant,1,natural_language_generation,9,3129.566333,347.7295925555556,760.416633,,,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-MT-DM-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-05c07e7d2f-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,midday_transfer,distracted_multitasker,hesitant,2,text_to_speech,9,21.55986,2.39554,5.014759,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-MT-DM-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-05c07e7d2f-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,midday_transfer,distracted_multitasker,hesitant,3,automatic_speech_recognition,9,41.474898,4.608322,7.338468,1.0,0,11,0,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-MT-DM-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-05c07e7d2f-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,midday_transfer,distracted_multitasker,hesitant,4,natural_language_understanding,4,0.071391,0.01784775,0.026139,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-MT-DM-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-05c07e7d2f-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,midday_transfer,distracted_multitasker,hesitant,5,dialogue_management,4,3.861748,0.965437,3.848268,,,,,,4,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-MT-DM-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-05c07e7d2f-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,midday_transfer,distracted_multitasker,hesitant,6,speech_pipeline,9,63.123451,7.013716777777778,12.353868,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-MT-DM-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-872e51c882-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,midday_transfer,distracted_multitasker,noisy_station,1,natural_language_generation,9,447.377786,49.70864288888889,86.907432,,,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-MT-DM-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-872e51c882-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,midday_transfer,distracted_multitasker,noisy_station,2,text_to_speech,9,14.933806,1.659311777777778,2.498991,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-MT-DM-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-872e51c882-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,midday_transfer,distracted_multitasker,noisy_station,3,automatic_speech_recognition,9,0.300053,0.03333922222222222,0.051191,1.0,0,0,0,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-MT-DM-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-872e51c882-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,midday_transfer,distracted_multitasker,noisy_station,4,natural_language_understanding,4,0.015886,0.0039715,0.006894,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-MT-DM-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-872e51c882-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,midday_transfer,distracted_multitasker,noisy_station,5,dialogue_management,4,0.047167,0.01179175,0.015156,,,,,,4,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-MT-DM-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-872e51c882-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,midday_transfer,distracted_multitasker,noisy_station,6,speech_pipeline,9,15.241141,1.6934601111111112,2.542984,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-MT-DM-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-872e51c882-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,midday_transfer,distracted_multitasker,noisy_station,1,natural_language_generation,9,491.625926,54.62510288888889,99.566715,,,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-MT-DM-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-872e51c882-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,midday_transfer,distracted_multitasker,noisy_station,2,text_to_speech,9,23.908053,2.6564503333333334,4.898243,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-MT-DM-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-872e51c882-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,midday_transfer,distracted_multitasker,noisy_station,3,automatic_speech_recognition,9,44.898182,4.988686888888889,7.475327,1.0,0,4,0,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-MT-DM-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-872e51c882-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,midday_transfer,distracted_multitasker,noisy_station,4,natural_language_understanding,4,0.025737,0.00643425,0.011026,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-MT-DM-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-872e51c882-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,midday_transfer,distracted_multitasker,noisy_station,5,dialogue_management,4,3.201142,0.8002855,3.163159,,,,,,4,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-MT-DM-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-872e51c882-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,midday_transfer,distracted_multitasker,noisy_station,6,speech_pipeline,9,68.813604,7.645956,12.374276,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-CLEAN-PIP-FWH-BHUGG-DEFAU-SML-I0-17888f5f01-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,late_event,verbose_planner,clean,1,natural_language_generation,13,477.334423,36.71803253846154,88.385512,,,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-CLEAN-PIP-FWH-BHUGG-DEFAU-SML-I0-17888f5f01-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,late_event,verbose_planner,clean,2,text_to_speech,13,16.624988000000002,1.2788452307692308,1.872563,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-CLEAN-PIP-FWH-BHUGG-DEFAU-SML-I0-17888f5f01-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,late_event,verbose_planner,clean,3,automatic_speech_recognition,13,0.352218,0.027093692307692305,0.041661,1.0,0,2,3,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-CLEAN-PIP-FWH-BHUGG-DEFAU-SML-I0-17888f5f01-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,late_event,verbose_planner,clean,4,natural_language_understanding,6,0.031687,0.005281166666666667,0.01476,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-CLEAN-PIP-FWH-BHUGG-DEFAU-SML-I0-17888f5f01-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,late_event,verbose_planner,clean,5,dialogue_management,6,0.044354,0.007392333333333333,0.012767,,,,,,5,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-CLEAN-PIP-FWH-BHUGG-DEFAU-SML-I0-17888f5f01-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,late_event,verbose_planner,clean,6,speech_pipeline,13,16.987125,1.306701923076923,1.914682,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-CLEAN-PIP-FWH-BHUGG-DEFAU-SML-I0-17888f5f01-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,late_event,verbose_planner,clean,1,natural_language_generation,9,494.943345,54.993705000000006,104.321565,,,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-CLEAN-PIP-FWH-BHUGG-DEFAU-SML-I0-17888f5f01-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,late_event,verbose_planner,clean,2,text_to_speech,9,23.055378,2.5617086666666666,4.698774,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-CLEAN-PIP-FWH-BHUGG-DEFAU-SML-I0-17888f5f01-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,late_event,verbose_planner,clean,3,automatic_speech_recognition,9,47.862936,5.318104,7.817423,1.0,0,10,0,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-CLEAN-PIP-FWH-BHUGG-DEFAU-SML-I0-17888f5f01-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,late_event,verbose_planner,clean,4,natural_language_understanding,4,0.026757,0.00668925,0.011681,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-CLEAN-PIP-FWH-BHUGG-DEFAU-SML-I0-17888f5f01-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,late_event,verbose_planner,clean,5,dialogue_management,4,1.914701,0.47867525,1.882137,,,,,,4,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-CLEAN-PIP-FWH-BHUGG-DEFAU-SML-I0-17888f5f01-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,late_event,verbose_planner,clean,6,speech_pipeline,9,70.925693,7.880632555555555,12.516757,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-358a27ba05-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,late_event,verbose_planner,hesitant,1,natural_language_generation,9,432.941616,48.104624,86.175529,,,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-358a27ba05-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,late_event,verbose_planner,hesitant,2,text_to_speech,9,15.202083,1.6891203333333333,2.283067,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-358a27ba05-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,late_event,verbose_planner,hesitant,3,automatic_speech_recognition,9,0.298481,0.03316455555555556,0.041197,1.0,0,0,0,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-358a27ba05-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,late_event,verbose_planner,hesitant,4,natural_language_understanding,4,0.030737999999999998,0.0076844999999999995,0.010244,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-358a27ba05-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,late_event,verbose_planner,hesitant,5,dialogue_management,4,2.449535,0.61238375,2.415219,,,,,,4,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-358a27ba05-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,late_event,verbose_planner,hesitant,6,speech_pipeline,9,15.509482,1.7232757777777779,2.323715,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-358a27ba05-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,late_event,verbose_planner,hesitant,1,natural_language_generation,9,1526.414809,169.60164544444444,468.156085,,,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-358a27ba05-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,late_event,verbose_planner,hesitant,2,text_to_speech,9,23.236155,2.581795,4.9584,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-358a27ba05-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,late_event,verbose_planner,hesitant,3,automatic_speech_recognition,9,42.111691,4.6790767777777775,7.615317,1.0,0,13,0,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-358a27ba05-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,late_event,verbose_planner,hesitant,4,natural_language_understanding,4,0.025371,0.00634275,0.008573,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-358a27ba05-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,late_event,verbose_planner,hesitant,5,dialogue_management,4,1.7247629999999998,0.43119074999999996,1.685018,,,,,,4,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-HESIT-PIP-FWH-BHUGG-DEFAU-SML-I0-358a27ba05-A,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,late_event,verbose_planner,hesitant,6,speech_pipeline,9,65.354553,7.261616999999999,12.574498,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-a3a37ceb21-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,late_event,verbose_planner,noisy_station,1,natural_language_generation,9,440.053893,48.894877,82.833287,,,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-a3a37ceb21-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,late_event,verbose_planner,noisy_station,2,text_to_speech,9,12.720911,1.4134345555555554,1.992281,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-a3a37ceb21-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,late_event,verbose_planner,noisy_station,3,automatic_speech_recognition,9,0.271942,0.03021577777777778,0.040485,1.0,0,0,0,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-a3a37ceb21-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,late_event,verbose_planner,noisy_station,4,natural_language_understanding,4,0.020145,0.00503625,0.007695,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-a3a37ceb21-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,late_event,verbose_planner,noisy_station,5,dialogue_management,4,0.034333999999999996,0.008583499999999999,0.010582,,,,,,4,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-a3a37ceb21-T,completed,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,text_only,late_event,verbose_planner,noisy_station,6,speech_pipeline,9,13.000451,1.4444945555555555,2.033795,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-a3a37ceb21-A,interrupted,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,late_event,verbose_planner,noisy_station,1,natural_language_generation,8,397.220159,49.652519875,100.624172,,,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-a3a37ceb21-A,interrupted,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,late_event,verbose_planner,noisy_station,2,text_to_speech,8,20.487103,2.560887875,4.738362,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-a3a37ceb21-A,interrupted,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,late_event,verbose_planner,noisy_station,3,automatic_speech_recognition,8,42.94366,5.3679575,7.737424,1.0,0,3,0,,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-a3a37ceb21-A,interrupted,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,late_event,verbose_planner,noisy_station,4,natural_language_understanding,4,0.01942,0.004855,0.006648,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-a3a37ceb21-A,interrupted,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,late_event,verbose_planner,noisy_station,5,dialogue_management,4,4.88378,1.220945,4.854698,,,,,,4,runtime event telemetry; no retrospective substitution
20260705_123702_b-n0026,C-LE-VP-NS-PIP-FWH-BHUGG-DEFAU-SML-I0-a3a37ceb21-A,interrupted,userlm,small2-qwen2.5-1.5b,small,piper,faster_whisper,audio_variant,late_event,verbose_planner,noisy_station,6,speech_pipeline,8,63.436384000000004,7.9295480000000005,12.476449,1.0,0,,,,,runtime event telemetry; no retrospective substitution
