agent_a_type,agent_b_model,agent_b_llm_size,scenario_key,persona_key,speech_pattern_key,run_type,tts_engine,asr_engine,planned_conditions,observed_conditions,completed_conditions,interrupted_conditions,not_started_conditions,task_success_rate,route_validity_rate,destination_reached_rate,mean_duration_gap_min,mean_turn_count,mean_runtime_sec,mean_constraints_satisfied,mean_constraints_total,evidence_source
tinyllama,Qwen2.5-0.5B-Instruct,small,morning_peak_cross_city,focused_commuter,clean,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Qwen2.5-0.5B-Instruct,small,morning_peak_cross_city,focused_commuter,mostly_clean,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Qwen2.5-0.5B-Instruct,small,morning_peak_cross_city,focused_commuter,clean,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Qwen2.5-0.5B-Instruct,small,morning_peak_cross_city,focused_commuter,mostly_clean,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,airport_connection,delay_sensitive_traveler,clean,audio_variant,piper,faster_whisper,3,0,0,0,3,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,airport_connection,delay_sensitive_traveler,hesitant,audio_variant,piper,faster_whisper,3,0,0,0,3,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,airport_connection,delay_sensitive_traveler,noisy_station,audio_variant,piper,faster_whisper,3,0,0,0,3,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,late_event,verbose_planner,clean,audio_variant,piper,faster_whisper,3,1,1,0,2,1.0,1.0,1.0,0.0,9.0,568.03,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,late_event,verbose_planner,hesitant,audio_variant,piper,faster_whisper,3,1,1,0,2,1.0,1.0,1.0,0.0,9.0,1593.77,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,late_event,verbose_planner,noisy_station,audio_variant,piper,faster_whisper,3,1,0,1,2,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,midday_transfer,distracted_multitasker,clean,audio_variant,piper,faster_whisper,6,1,1,0,5,1.0,1.0,1.0,0.0,9.0,580.99,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,midday_transfer,distracted_multitasker,hesitant,audio_variant,piper,faster_whisper,3,1,1,0,2,1.0,1.0,1.0,0.0,9.0,3197.0,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,midday_transfer,distracted_multitasker,noisy_station,audio_variant,piper,faster_whisper,3,1,1,0,2,1.0,1.0,1.0,0.0,9.0,563.92,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,morning_peak_cross_city,focused_commuter,clean,audio_variant,piper,faster_whisper,3,1,1,0,2,1.0,1.0,1.0,0.0,9.0,521.89,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,morning_peak_cross_city,focused_commuter,hesitant,audio_variant,piper,faster_whisper,3,1,1,0,2,1.0,1.0,1.0,0.0,13.0,543.05,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,morning_peak_cross_city,focused_commuter,noisy_station,audio_variant,piper,faster_whisper,3,1,1,0,2,1.0,1.0,1.0,0.0,11.0,543.86,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,airport_connection,delay_sensitive_traveler,clean,text_only,piper,faster_whisper,3,0,0,0,3,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,airport_connection,delay_sensitive_traveler,hesitant,text_only,piper,faster_whisper,3,0,0,0,3,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,airport_connection,delay_sensitive_traveler,noisy_station,text_only,piper,faster_whisper,3,0,0,0,3,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,late_event,verbose_planner,clean,text_only,piper,faster_whisper,3,1,1,0,2,1.0,1.0,1.0,0.0,13.0,494.64,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,late_event,verbose_planner,hesitant,text_only,piper,faster_whisper,3,1,1,0,2,1.0,1.0,1.0,0.0,9.0,451.14,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,late_event,verbose_planner,noisy_station,text_only,piper,faster_whisper,3,1,1,0,2,1.0,1.0,1.0,0.0,9.0,453.27,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,midday_transfer,distracted_multitasker,clean,text_only,piper,faster_whisper,6,1,1,0,5,1.0,1.0,1.0,0.0,9.0,459.42,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,midday_transfer,distracted_multitasker,hesitant,text_only,piper,faster_whisper,3,1,1,0,2,1.0,1.0,1.0,0.0,9.0,452.39,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,midday_transfer,distracted_multitasker,noisy_station,text_only,piper,faster_whisper,3,1,1,0,2,1.0,1.0,1.0,0.0,9.0,462.84,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,morning_peak_cross_city,focused_commuter,clean,text_only,piper,faster_whisper,3,1,1,0,2,1.0,1.0,1.0,0.0,9.0,1036.73,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,morning_peak_cross_city,focused_commuter,hesitant,text_only,piper,faster_whisper,3,1,1,0,2,1.0,1.0,1.0,0.0,9.0,448.03,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,small2-qwen2.5-1.5b,small,morning_peak_cross_city,focused_commuter,noisy_station,text_only,piper,faster_whisper,3,1,1,0,2,1.0,1.0,1.0,0.0,11.0,388.48,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
tinyllama,SmolLM2-360M-Instruct,small,morning_peak_cross_city,focused_commuter,clean,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,SmolLM2-360M-Instruct,small,morning_peak_cross_city,focused_commuter,clean,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,morning_peak_cross_city,focused_commuter,clean,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,morning_peak_cross_city,focused_commuter,mostly_clean,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,morning_peak_cross_city,focused_commuter,hesitant,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,morning_peak_cross_city,focused_commuter,severe_channel,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,morning_peak_cross_city,focused_commuter,clean,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,morning_peak_cross_city,focused_commuter,mostly_clean,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,morning_peak_cross_city,focused_commuter,hesitant,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,morning_peak_cross_city,focused_commuter,severe_channel,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,gemma-2-2b-it,medium,morning_peak_cross_city,focused_commuter,clean,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,gemma-2-2b-it,medium,morning_peak_cross_city,focused_commuter,mostly_clean,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,gemma-2-2b-it,medium,morning_peak_cross_city,focused_commuter,hesitant,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,gemma-2-2b-it,medium,morning_peak_cross_city,focused_commuter,severe_channel,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,gemma-2-2b-it,medium,morning_peak_cross_city,focused_commuter,clean,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,gemma-2-2b-it,medium,morning_peak_cross_city,focused_commuter,mostly_clean,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,gemma-2-2b-it,medium,morning_peak_cross_city,focused_commuter,hesitant,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,gemma-2-2b-it,medium,morning_peak_cross_city,focused_commuter,severe_channel,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,airport_connection,delay_sensitive_traveler,clean,audio_variant,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,airport_connection,delay_sensitive_traveler,hesitant,audio_variant,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,airport_connection,delay_sensitive_traveler,noisy_station,audio_variant,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,late_event,verbose_planner,clean,audio_variant,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,late_event,verbose_planner,hesitant,audio_variant,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,late_event,verbose_planner,noisy_station,audio_variant,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,midday_transfer,distracted_multitasker,clean,audio_variant,piper,faster_whisper,2,0,0,0,2,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,midday_transfer,distracted_multitasker,hesitant,audio_variant,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,midday_transfer,distracted_multitasker,noisy_station,audio_variant,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,morning_peak_cross_city,focused_commuter,clean,audio_variant,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,morning_peak_cross_city,focused_commuter,hesitant,audio_variant,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,morning_peak_cross_city,focused_commuter,noisy_station,audio_variant,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,airport_connection,delay_sensitive_traveler,clean,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,airport_connection,delay_sensitive_traveler,hesitant,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,airport_connection,delay_sensitive_traveler,noisy_station,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,late_event,verbose_planner,clean,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,late_event,verbose_planner,hesitant,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,late_event,verbose_planner,noisy_station,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,midday_transfer,distracted_multitasker,clean,text_only,piper,faster_whisper,2,0,0,0,2,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,midday_transfer,distracted_multitasker,hesitant,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,midday_transfer,distracted_multitasker,noisy_station,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,morning_peak_cross_city,focused_commuter,clean,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,morning_peak_cross_city,focused_commuter,hesitant,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,mid2-phi3-mini,medium,morning_peak_cross_city,focused_commuter,noisy_station,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,clean,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,mostly_clean,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,hesitant,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,severe_channel,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,clean,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,mostly_clean,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,hesitant,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,severe_channel,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,mostly_clean,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,hesitant,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,severe_channel,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,clean,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,mostly_clean,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,hesitant,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Qwen2.5-1.5B-Instruct,medium,morning_peak_cross_city,focused_commuter,severe_channel,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Qwen3-4B-Instruct-2507,medium,morning_peak_cross_city,focused_commuter,clean,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Qwen3-4B-Instruct-2507,medium,morning_peak_cross_city,focused_commuter,mostly_clean,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Qwen3-4B-Instruct-2507,medium,morning_peak_cross_city,focused_commuter,hesitant,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Qwen3-4B-Instruct-2507,medium,morning_peak_cross_city,focused_commuter,severe_channel,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Qwen3-4B-Instruct-2507,medium,morning_peak_cross_city,focused_commuter,clean,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Qwen3-4B-Instruct-2507,medium,morning_peak_cross_city,focused_commuter,mostly_clean,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Qwen3-4B-Instruct-2507,medium,morning_peak_cross_city,focused_commuter,hesitant,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Qwen3-4B-Instruct-2507,medium,morning_peak_cross_city,focused_commuter,severe_channel,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
