phase,metric,is_direct_outcome_metric,is_construct_overlap_metric,n_successful,mean_successful,n_semi_successful,mean_semi_successful,n_unsuccessful_dialogue,mean_unsuccessful_dialogue,min_value,max_value,overall_mean,overall_median
metric_validity,metric_validity_ceiling_rate,False,True,409,0.4124951100244499,19,0.31411578947368424,24,0.22635833333333333,0.1946,0.5139,0.3984763274336283,0.4093
metric_validity,metric_validity_floor_rate,False,True,409,0.19940317848410757,19,0.29817894736842104,24,0.488,0.1507,0.5297,0.21887898230088496,0.2037
metric_validity,metric_validity_missingness_rate,False,True,409,0.03390171149144254,19,0.04705263157894737,24,0.17351666666666665,0.0221,0.2035,0.041867699115044246,0.031
metric_validity,metric_validity_success_confidence_interval_high,False,True,409,1.0,19,0.7935,24,0.7935,0.7935,1.0,0.9803550884955752,1.0
metric_validity,metric_validity_success_confidence_interval_low,False,True,409,0.2065,19,0.0,24,0.0,0.0,0.2065,0.18685508849557522,0.2065
other,model_temperature,False,False,94,0.7648936170212767,1,0.7,11,0.7454545454545454,0.7,0.8,0.7622641509433962,0.8
other,model_top_p,False,False,61,0.9,0,,5,0.9,0.9,0.9,0.9,0.9
natural_language_generation,nlg_agent_a_guard_intervention_rate,False,True,409,1.0,19,0.10526315789473684,24,0.0,0.0,1.0,0.9092920353982301,1.0
natural_language_generation,nlg_agent_b_guard_intervention_rate,False,True,409,0.9722809290953545,19,0.9789473684210527,24,0.041666666666666664,0.0,1.0,0.9231480088495575,1.0
natural_language_generation,nlg_bleu,False,False,409,0.4274948655256724,19,0.010484210526315789,24,0.0,0.0,1.0,0.38726681415929204,0.39480000000000004
natural_language_generation,nlg_conciseness,False,False,409,0.9863809290953546,19,1.0,24,1.0,0.8466,1.0,0.9876765486725664,1.0
natural_language_generation,nlg_constraint_mention_precision,False,True,408,1.0,2,0.0,0,,0.0,1.0,0.9951219512195122,1.0
natural_language_generation,nlg_constraint_mention_recall,False,True,408,1.0,2,0.0,0,,0.0,1.0,0.9951219512195122,1.0
natural_language_generation,nlg_constraint_satisfaction_rate,False,True,409,1.0,19,0.0,24,0.0,0.0,1.0,0.9048672566371682,1.0
natural_language_generation,nlg_distinct_1,False,False,409,0.387359413202934,19,0.4641947368421052,24,0.7441291666666667,0.2677,1.0,0.40953274336283185,0.3884
natural_language_generation,nlg_distinct_2,False,False,409,0.6733738386308068,19,0.6303684210526316,24,0.9392999999999999,0.4857,1.0,0.6856860619469026,0.6667
natural_language_generation,nlg_estimated_spoken_duration,False,False,409,31.134911980440098,19,26.19618947368421,24,14.397720833333333,2.7273,64.9091,30.038610398230087,28.0909
natural_language_generation,nlg_excess_verbosity_rate,False,False,409,0.0,19,0.0,24,0.0,0.0,0.0,0.0,0.0
natural_language_generation,nlg_executable_utterance_rate,False,False,409,0.8021775061124694,19,0.2611,24,0.0,0.0,1.0,0.7368396017699116,0.8
natural_language_generation,nlg_faithfulness,False,False,409,0.9943004889975551,19,0.44283684210526314,24,0.0,0.0,1.0,0.918324778761062,1.0
natural_language_generation,nlg_formatting_violation_rate,False,False,409,0.0,19,0.0,24,0.0,0.0,0.0,0.0,0.0
natural_language_generation,nlg_generation_acceptance_rate,False,False,409,0.008423471882640586,19,0.008094736842105262,24,0.0,0.0,0.1667,0.007962389380530973,0.0
natural_language_generation,nlg_guard_intervention_rate,False,True,409,0.9852863080684596,19,0.9789473684210527,24,0.041666666666666664,0.0,1.0,0.9349161504424779,1.0
natural_language_generation,nlg_hidden_reasoning_leakage_rate,False,False,409,0.0,19,0.0,24,0.0,0.0,0.0,0.0,0.0
natural_language_generation,nlg_information_order_accuracy,False,False,409,0.02880880195599022,19,0.010526315789473684,0,,0.0,0.5,0.02799719626168224,0.0
natural_language_generation,nlg_lexical_diversity,False,False,409,0.387359413202934,19,0.4641947368421052,24,0.7441291666666667,0.2677,1.0,0.40953274336283185,0.3884
natural_language_generation,nlg_meteor,False,False,409,0.49547066014669927,19,0.018794736842105263,24,0.020758333333333333,0.0,1.0,0.4502274336283186,0.5434
natural_language_generation,nlg_model_delivery_rate,False,False,409,0.014713691931540342,19,0.021052631578947368,24,0.0,0.0,0.25,0.014198893805309736,0.0
natural_language_generation,nlg_prompt_repair_rate,False,False,409,0.513819804400978,19,0.6547,24,0.027779166666666664,0.0,0.6667,0.49393429203539824,0.5
natural_language_generation,nlg_repetition_rate,False,False,409,0.32662616136919315,19,0.3696315789473684,24,0.060700000000000004,0.0,0.5143,0.3143139380530973,0.3333
natural_language_generation,nlg_rouge_l,False,False,409,0.5229146699266504,19,0.020594736842105263,24,0.0414,0.0,1.0,0.4762323008849558,0.566
natural_language_generation,nlg_route_mention_completeness,False,False,409,0.48372347188264053,19,0.05263157894736842,24,0.0,0.0,1.0,0.43991792035398225,0.3333
natural_language_generation,nlg_semantic_adequacy,False,False,409,0.43999633251833736,19,0.04858421052631579,24,0.0,0.0,1.0,0.4001805309734513,0.3077
natural_language_generation,nlg_semantic_similarity,False,False,409,0.4190733496332519,19,0.01263157894736842,24,0.025554166666666666,0.0,1.0,0.38109358407079647,0.381
natural_language_generation,nlg_slot_error_rate,False,False,409,0.5600036674816626,19,0.9514157894736841,24,1.0,0.0,1.0,0.5998194690265487,0.6923
natural_language_generation,nlg_underspecification_rate,False,False,409,0.13230684596577016,19,0.5168578947368421,24,0.9864583333333333,0.0,1.0,0.19382477876106194,0.1667
natural_language_understanding,nlu_constraint_extraction_f1,False,False,409,0.9082161369193154,19,0.9466526315789473,24,0.0,0.0,1.0,0.8616079646017699,1.0
natural_language_understanding,nlu_critical_slot_accuracy,False,False,409,0.9530933985330073,19,0.9456157894736842,0,,0.5,1.0,0.9527614485981308,1.0
natural_language_understanding,nlu_false_parse_rate,False,False,409,0.0,19,0.0,24,0.0,0.0,0.0,0.0,0.0
natural_language_understanding,nlu_goal_reached_rate,False,False,409,0.8783701711491443,19,0.039473684210526314,24,0.0,0.0,1.0,0.7964676991150442,1.0
natural_language_understanding,nlu_intent_accuracy,False,False,409,0.919679706601467,19,0.33026315789473687,24,0.0,0.0,1.0,0.8460707964601769,1.0
natural_language_understanding,nlu_joint_frame_accuracy,False,False,409,0.8568850855745721,19,0.8824578947368421,0,,0.0,1.0,0.8580203271028037,1.0
natural_language_understanding,nlu_latency,False,False,409,0.004922493887530563,19,0.0018315789473684208,24,0.00048750000000000003,0.0004,0.0164,0.004557079646017699,0.0037
natural_language_understanding,nlu_origin_destination_accuracy,False,False,409,0.9530933985330073,19,0.9456157894736842,0,,0.5,1.0,0.9527614485981308,1.0
natural_language_understanding,nlu_pipeline_input_match_rate,False,False,409,0.7960579462102689,19,0.5499999999999999,24,0.9427083333333334,0.0,1.0,0.7935015486725663,1.0
natural_language_understanding,nlu_route_valid_rate,False,False,409,0.919679706601467,19,0.33026315789473687,24,0.0,0.0,1.0,0.8460707964601769,1.0
natural_language_understanding,nlu_semantic_frame_accuracy,False,False,409,0.8568850855745721,19,0.8824578947368421,0,,0.0,1.0,0.8580203271028037,1.0
natural_language_understanding,nlu_slot_f1,False,False,409,0.9082161369193154,19,0.9466526315789473,0,,0.4364,1.0,0.909922429906542,1.0
natural_language_understanding,nlu_slot_precision,False,False,409,0.917662836185819,19,0.9794263157894738,0,,0.4286,1.0,0.9204046728971963,1.0
natural_language_understanding,nlu_slot_recall,False,False,409,0.8998486552567236,19,0.9291421052631579,0,,0.3935,1.0,0.9011490654205607,1.0
natural_language_understanding,nlu_station_mention_rate,False,False,409,0.9207273838630806,19,0.33026315789473687,24,0.005208333333333333,0.0,1.0,0.8472953539823009,1.0
natural_language_understanding,nlu_station_sequence_edit_distance,False,False,409,0.10364498777506112,19,0.07173157894736842,0,,0.0,0.6667,0.10222827102803739,0.0
natural_language_understanding,nlu_station_sequence_exact_match,False,False,409,0.8568850855745721,19,0.8824578947368421,0,,0.0,1.0,0.8580203271028037,1.0
natural_language_understanding,nlu_unknown_entity_detection_rate,False,False,409,0.9994523227383864,19,1.0,1,0.0,0.0,1.0,0.9971468531468531,1.0
other,peak_route_fullness,False,False,409,78.60635696821515,19,62.1578947368421,24,0.0,0.0,88.0,73.74115044247787,76.0
other,pipeline_failure_count,False,False,409,0.0,19,0.0,24,0.0,0.0,0.0,0.0,0.0
other,pipeline_success_rate,False,False,409,1.0,19,1.0,24,1.0,1.0,1.0,1.0,1.0
whole_dialogue,quality_score,False,True,409,0.7454481662591688,19,0.07724210526315789,24,0.0,0.0,0.75,0.6777785398230088,0.75
other,question_count,False,False,409,3.259168704156479,19,2.789473684210526,24,0.041666666666666664,0.0,7.0,3.0685840707964602,4.0
other,reference_duration_min,False,False,409,30.845965770171148,19,27.42105263157895,24,29.375,25.0,37.0,30.623893805309734,31.0
other,reference_line_change_count,False,False,409,1.1515892420537897,19,1.105263157894737,24,1.3333333333333333,1.0,2.0,1.1592920353982301,1.0
other,route_delay_probability,False,False,409,0.5206026894865525,19,0.4674263157894737,0,,0.2757,0.75,0.5182420560747664,0.502
other,route_duration_min,False,False,409,31.643031784841074,19,40.94736842105263,0,,7.0,44.0,32.05607476635514,31.0
other,route_line_change_count,False,False,409,1.2102689486552567,19,1.894736842105263,24,0.0,0.0,2.0,1.174778761061947,1.0
other,route_near_capacity_count,False,False,409,0.0,19,0.05263157894736842,24,0.0,0.0,1.0,0.0022123893805309734,0.0
dialogue_management,route_revision_count,False,False,409,0.04645476772616137,19,0.10526315789473684,24,0.0,0.0,2.0,0.046460176991150445,0.0
other,route_transfer_miss_probability,False,False,409,0.2719276283618582,19,0.3699842105263158,24,0.0,0.0,0.4453,0.26161084070796464,0.1953
other,runtime_sec,False,False,409,545.1210058475472,19,350.99993703263124,24,86.58745729982427,31.815111347008497,3016.2158061638474,512.6141353328818,455.5331292724586
other,speech_duration_total_sec,False,False,409,9.34941760391198,19,34.760999999999996,24,21.309708333333333,2.0,44.6592,11.052663274336282,9.706800000000001
other,speech_incoming_enabled_rate,False,False,409,1.0,19,1.0,24,1.0,1.0,1.0,1.0,1.0
other,speech_outgoing_enabled_rate,False,False,409,1.0,19,1.0,24,1.0,1.0,1.0,1.0,1.0
dialogue_state,station_mentions,False,False,409,26.251833740831295,19,15.68421052631579,24,0.8333333333333334,0.0,46.0,24.457964601769913,25.0
dialogue_state,task_focus_score,False,False,409,0.07265403422982884,19,0.08923157894736843,24,0.04012916666666667,0.0,0.1145,0.07162389380530974,0.0757
task_outcome,task_outcome_acceptable_duration_completion,True,True,409,1.0,19,0.10526315789473684,24,0.0,0.0,1.0,0.9092920353982301,1.0
task_outcome,task_outcome_candidate_count,True,True,409,3.7017114914425426,19,1.5789473684210527,24,0.0,0.0,7.0,3.415929203539823,4.0
task_outcome,task_outcome_completion,True,True,409,1.0,19,0.0,24,0.0,0.0,1.0,0.9048672566371682,1.0
task_outcome,task_outcome_constraint_route_change_rate,True,True,409,0.7872860635696821,19,0.75,24,0.7604166666666666,0.75,1.0,0.7842920353982301,0.75
task_outcome,task_outcome_constraint_satisfaction,True,True,409,1.0,19,0.0,24,0.0,0.0,1.0,0.9048672566371682,1.0
task_outcome,task_outcome_constraint_satisfaction_rate,True,True,409,1.0,19,0.0,24,0.0,0.0,1.0,0.9048672566371682,1.0
task_outcome,task_outcome_correct_route_selection,True,True,409,1.0,19,0.0,24,0.0,0.0,1.0,0.9048672566371682,1.0
task_outcome,task_outcome_duration_quality,True,True,409,0.9772117359413203,19,0.6660736842105264,24,0.0,0.0,1.0,0.912245575221239,1.0
task_outcome,task_outcome_duration_ratio,True,True,409,1.0258083129584352,19,1.5009,0,,0.25,1.6296,1.0468988317757009,1.0
task_outcome,task_outcome_duration_regret,True,True,409,0.7970660146699267,19,13.526315789473685,0,,-21.0,17.0,1.3621495327102804,0.0
task_outcome,task_outcome_first_compliant_route_turn,True,True,409,1.1002444987775062,3,1.0,0,,1.0,4.0,1.0995145631067962,1.0
task_outcome,task_outcome_first_valid_route_turn,True,True,409,1.1002444987775062,19,1.0526315789473684,0,,1.0,4.0,1.0981308411214954,1.0
task_outcome,task_outcome_route_validity,True,True,409,1.0,19,1.0,24,0.0,0.0,1.0,0.9469026548672567,1.0
task_outcome,task_outcome_satisfied_constraint_count,True,True,409,2.8410757946210268,19,0.0,24,0.0,0.0,3.0,2.5707964601769913,3.0
task_outcome,task_outcome_stage_completion_rate,True,True,409,1.0,19,0.08772105263157894,24,0.0,0.0,1.0,0.9085546460176991,1.0
task_outcome,task_outcome_stated_constraint_count,True,True,409,2.8410757946210268,19,0.10526315789473684,24,0.0,0.0,3.0,2.575221238938053,3.0
task_outcome,task_outcome_successful_natural_closure,True,True,409,0.6894865525672371,19,0.0,24,0.0,0.0,1.0,0.6238938053097345,1.0
task_outcome,task_outcome_turns_to_success,True,True,409,1.1002444987775062,3,1.0,0,,1.0,4.0,1.0995145631067962,1.0
task_outcome,task_outcome_turns_used,True,True,409,11.899755501222494,19,12.842105263157896,24,10.75,3.0,20.0,11.878318584070797,11.0
other,transfer_count,False,False,409,1.2102689486552567,19,1.894736842105263,24,0.0,0.0,2.0,1.174778761061947,1.0
other,transfer_min,False,False,409,5.163814180929095,19,8.736842105263158,24,0.0,0.0,11.0,5.039823008849558,4.0
other,transfer_tolerance,False,False,409,1.0122249388753055,19,1.0,24,0.9583333333333334,0.0,2.0,1.008849557522124,1.0
other,travel_min,False,False,409,22.369193154034228,19,29.42105263157895,24,0.0,0.0,32.0,21.47787610619469,22.0
text_to_speech,tts_audio_duration_error,False,False,409,-0.7926848410757946,19,-0.7371157894736843,24,-1.0595375,-2.6162,0.3515,-0.8045181415929203,0.045399999999999996
text_to_speech,tts_audio_validity_rate,False,False,409,1.0,19,1.0,24,1.0,1.0,1.0,1.0,1.0
text_to_speech,tts_clipping_rate,False,False,409,1.7114914425427873e-06,19,0.0,24,0.0,0.0,0.0001,1.5486725663716813e-06,0.0
text_to_speech,tts_dnsmos,False,False,409,2.00311466992665,19,1.9440526315789473,24,2.11495,1.0227,3.4558,2.006570132743363,1.0588
text_to_speech,tts_failure_count,False,False,409,0.0,19,0.0,24,0.0,0.0,0.0,0.0,0.0
text_to_speech,tts_failure_rate,False,False,409,0.0,19,0.0,24,0.0,0.0,0.0,0.0,0.0
text_to_speech,tts_leading_trailing_silence,False,False,409,0.07447555012224939,19,0.005310526315789474,24,0.0035291666666666666,0.0001,0.278,0.06780110619469026,0.0068000000000000005
text_to_speech,tts_loudness_compliance,False,False,409,0.9965872860635696,19,0.9802631578947368,24,0.8364625,0.4167,1.0,0.9873988938053098,1.0
text_to_speech,tts_nisqa,False,False,409,2.725645476772616,19,1.5828,24,1.0359,0.9577,4.8716,2.587884513274336,1.866
text_to_speech,tts_pronunciation_accuracy,False,False,409,0.9209687041564792,19,0.9201894736842104,24,0.3033166666666667,0.1807,1.0,0.8881402654867256,0.9775
text_to_speech,tts_real_time_factor,False,False,409,0.3756100244498778,19,1.1643000000000001,24,0.5194583333333334,0.0827,6.8812,0.4164008849557522,0.23795
text_to_speech,tts_round_trip_route_accuracy,False,False,409,0.8568850855745721,19,0.8824578947368421,0,,0.0,1.0,0.8580203271028037,1.0
text_to_speech,tts_round_trip_semantic_intelligibility,False,False,409,0.7903713936430319,19,0.9197368421052632,24,1.0,0.125,1.0,0.8069400442477876,1.0
text_to_speech,tts_speaking_rate_accuracy,False,False,409,0.8445843520782396,19,0.8573578947368421,24,0.9017708333333333,0.7647,0.9439,0.8481577433628319,0.8516999999999999
text_to_speech,tts_station_pronunciation_accuracy,False,False,409,0.97740097799511,19,0.9775,24,0.22348333333333334,0.0,1.0,0.9373741150442478,0.9796
text_to_speech,tts_success_rate,False,False,409,1.0,19,1.0,24,1.0,1.0,1.0,1.0,1.0
text_to_speech,tts_synthesis_latency,False,False,409,2.327677261613692,19,5.919052631578947,24,2.440775,0.5206,40.3017,2.4846473451327435,1.57535
text_to_speech,tts_text_change_rate,False,False,409,0.0496039119804401,19,0.1211578947368421,24,0.286325,0.0074,0.3438,0.06518097345132744,0.0175
other,wait_min,False,False,409,4.11002444987775,19,2.789473684210526,24,0.0,0.0,8.0,3.836283185840708,5.0
whole_dialogue,whole_dialogue_abandonment_rate,False,False,409,0.0,19,0.8947368421052632,24,1.0,0.0,1.0,0.09070796460176991,0.0
whole_dialogue,whole_dialogue_agent_a_task_focus_score,False,False,409,0.05959657701711491,19,0.0762578947368421,24,0.016479166666666666,0.0,0.1062,0.058007522123893804,0.0588
whole_dialogue,whole_dialogue_agent_b_task_focus_score,False,False,409,0.08343080684596577,19,0.10341052631578947,24,0.06425833333333333,0.0,0.1268,0.08325265486725664,0.0873
whole_dialogue,whole_dialogue_candidate_count,False,False,409,3.7017114914425426,19,1.5789473684210527,24,0.0,0.0,7.0,3.415929203539823,4.0
whole_dialogue,whole_dialogue_clarification_count,False,False,409,0.9462102689486552,19,1.4736842105263157,24,1.9166666666666667,0.0,5.0,1.0199115044247788,1.0
whole_dialogue,whole_dialogue_conversation_repetition_rate,False,False,409,0.32662616136919315,19,0.3696315789473684,24,0.060700000000000004,0.0,0.5143,0.3143139380530973,0.3333
whole_dialogue,whole_dialogue_cooperative_progress_rate,False,False,409,0.32747897310513446,19,0.1129157894736842,24,0.0,0.0,0.5,0.30107146017699116,0.3636
whole_dialogue,whole_dialogue_corrected_token_rate,False,False,409,0.021615403422982887,19,0.018410526315789474,24,0.0005083333333333334,0.0,0.0717,0.02035995575221239,0.00655
whole_dialogue,whole_dialogue_correction_turn_rate,False,False,409,0.21110611246943764,19,0.19570526315789474,24,0.0062499999999999995,0.0,0.6923,0.19958141592920353,0.1111
whole_dialogue,whole_dialogue_dialogue_cost,False,False,409,11.899755501222494,19,12.842105263157896,24,10.75,3.0,20.0,11.878318584070797,11.0
whole_dialogue,whole_dialogue_dialogue_success_score,False,True,409,0.9540432762836186,19,0.2164473684210526,24,0.06896666666666666,0.0556,0.9777,0.8760429203539823,0.9555
whole_dialogue,whole_dialogue_distraction_rate,False,False,409,0.9273459657701711,19,0.9107684210526316,24,0.9598708333333333,0.8855,1.0,0.9283761061946902,0.9243
whole_dialogue,whole_dialogue_failure_localization_score,False,False,409,1.0,19,1.0,24,1.0,1.0,1.0,1.0,1.0
whole_dialogue,whole_dialogue_first_deviation_elapsed_sec,False,False,278,6.305387769784173,19,6.842105263157895,24,2.0833333333333335,2.0,40.0,6.021488473520249,4.0
whole_dialogue,whole_dialogue_first_deviation_turn,False,False,278,2.287769784172662,19,1.4210526315789473,24,1.0,1.0,10.0,2.1401869158878504,1.0
whole_dialogue,whole_dialogue_goal_progress_auc,False,False,409,0.9636511002444988,19,0.7825684210526316,24,0.0,0.0,1.0,0.9048719026548673,1.0
whole_dialogue,whole_dialogue_interaction_quality_trajectory,False,True,409,0.9540432762836186,19,0.2164473684210526,24,0.06896666666666666,0.0556,0.9777,0.8760429203539823,0.9555
whole_dialogue,whole_dialogue_mean_words_per_turn,False,False,409,17.993553056234717,19,15.459757894736844,24,10.475037500000001,8.2105,23.625,17.48783075221239,17.140900000000002
whole_dialogue,whole_dialogue_natural_closure_rate,False,False,409,0.6894865525672371,19,0.0,24,0.0,0.0,1.0,0.6238938053097345,1.0
whole_dialogue,whole_dialogue_pipeline_dependency_integrity,False,False,409,0.7960579462102689,19,0.5499999999999999,24,0.9427083333333334,0.0,1.0,0.7935015486725663,1.0
whole_dialogue,whole_dialogue_repair_count,False,False,409,0.9462102689486552,19,1.4736842105263157,24,1.9166666666666667,0.0,5.0,1.0199115044247788,1.0
whole_dialogue,whole_dialogue_resource_cost,False,False,409,579.865504400978,19,385.61046842105264,24,110.28746666666666,41.5194,3046.5158,546.7665694690265,485.7409
whole_dialogue,whole_dialogue_route_revision_count,False,False,409,0.04645476772616137,19,0.10526315789473684,24,0.0,0.0,2.0,0.046460176991150445,0.0
whole_dialogue,whole_dialogue_task_focus_score,False,False,409,0.07265403422982884,19,0.08923157894736843,24,0.04012916666666667,0.0,0.1145,0.07162389380530974,0.0757
whole_dialogue,whole_dialogue_total_runtime,False,False,409,545.1210056234719,19,350.9999421052632,24,86.58746666666667,31.8151,3016.2158,512.614135840708,455.5331
whole_dialogue,whole_dialogue_trace_completeness_rate,False,False,409,1.0,19,1.0,24,1.0,1.0,1.0,1.0,1.0
whole_dialogue,whole_dialogue_turn_count,False,False,409,11.899755501222494,19,12.842105263157896,24,10.75,3.0,20.0,11.878318584070797,11.0
whole_dialogue,whole_dialogue_warning_count,False,False,409,0.46943765281173594,19,0.15789473684210525,24,0.041666666666666664,0.0,4.0,0.4336283185840708,0.0
whole_dialogue,whole_dialogue_word_count,False,False,409,209.59657701711492,19,199.78947368421052,24,109.5,43.0,385.0,203.86946902654867,187.0
other,word_count,False,False,409,209.59657701711492,19,199.78947368421052,24,109.5,43.0,385.0,203.86946902654867,187.0
